horizon,target_variable,age_id,scenario_id,value,sample,location
11 wk,inc infection,older,B,10021,0,PL
12 wk,inc infection,older,B,9993,0,PL
13 wk,inc infection,older,B,10176,0,PL
14 wk,inc infection,older,B,11137,0,PL
15 wk,inc infection,older,B,11161,0,PL
16 wk,inc infection,older,B,9810,0,PL
17 wk,inc infection,older,B,9350,0,PL
18 wk,inc infection,older,B,9663,0,PL
19 wk,inc infection,older,B,10052,0,PL
20 wk,inc infection,older,B,11326,0,PL
21 wk,inc infection,older,B,13252,0,PL
22 wk,inc infection,older,B,16378,0,PL
23 wk,inc infection,older,B,20842,0,PL
24 wk,inc infection,older,B,28171,0,PL
25 wk,inc infection,older,B,47216,0,PL
26 wk,inc infection,older,B,95863,0,PL
27 wk,inc infection,older,B,203669,0,PL
28 wk,inc infection,older,B,390131,0,PL
29 wk,inc infection,older,B,566704,0,PL
30 wk,inc infection,older,B,713550,0,PL
31 wk,inc infection,older,B,819244,0,PL
32 wk,inc infection,older,B,770509,0,PL
33 wk,inc infection,older,B,525689,0,PL
34 wk,inc infection,older,B,247594,0,PL
35 wk,inc infection,older,B,88827,0,PL
36 wk,inc infection,older,B,34714,0,PL
37 wk,inc infection,older,B,17472,0,PL
38 wk,inc infection,older,B,11213,0,PL
39 wk,inc infection,older,B,8650,0,PL
40 wk,inc infection,older,B,6873,0,PL
41 wk,inc infection,older,B,6447,0,PL
42 wk,inc infection,older,B,871,0,PL
1 wk,inc death,older,B,688,0,PL
2 wk,inc death,older,B,619,0,PL
3 wk,inc death,older,B,487,0,PL
4 wk,inc death,older,B,285,0,PL
5 wk,inc death,older,B,175,0,PL
6 wk,inc death,older,B,93,0,PL
7 wk,inc death,older,B,51,0,PL
8 wk,inc death,older,B,45,0,PL
9 wk,inc death,older,B,22,0,PL
10 wk,inc death,older,B,23,0,PL
11 wk,inc death,older,B,8,0,PL
12 wk,inc death,older,B,15,0,PL
13 wk,inc death,older,B,9,0,PL
14 wk,inc death,older,B,10,0,PL
15 wk,inc death,older,B,12,0,PL
16 wk,inc death,older,B,10,0,PL
17 wk,inc death,older,B,11,0,PL
18 wk,inc death,older,B,11,0,PL
19 wk,inc death,older,B,15,0,PL
20 wk,inc death,older,B,14,0,PL
21 wk,inc death,older,B,12,0,PL
22 wk,inc death,older,B,10,0,PL
23 wk,inc death,older,B,7,0,PL
24 wk,inc death,older,B,13,0,PL
25 wk,inc death,older,B,25,0,PL
26 wk,inc death,older,B,29,0,PL
27 wk,inc death,older,B,32,0,PL
28 wk,inc death,older,B,72,0,PL
29 wk,inc death,older,B,175,0,PL
30 wk,inc death,older,B,345,0,PL
31 wk,inc death,older,B,541,0,PL
32 wk,inc death,older,B,717,0,PL
33 wk,inc death,older,B,863,0,PL
34 wk,inc death,older,B,869,0,PL
35 wk,inc death,older,B,722,0,PL
36 wk,inc death,older,B,458,0,PL
37 wk,inc death,older,B,205,0,PL
38 wk,inc death,older,B,71,0,PL
39 wk,inc death,older,B,20,0,PL
40 wk,inc death,older,B,11,0,PL
41 wk,inc death,older,B,8,0,PL
42 wk,inc death,older,B,1,0,PL
1 wk,inc hosp,older,B,4377,0,PL
2 wk,inc hosp,older,B,2566,0,PL
3 wk,inc hosp,older,B,1640,0,PL
4 wk,inc hosp,older,B,955,0,PL
5 wk,inc hosp,older,B,541,0,PL
6 wk,inc hosp,older,B,328,0,PL
7 wk,inc hosp,older,B,234,0,PL
8 wk,inc hosp,older,B,171,0,PL
9 wk,inc hosp,older,B,130,0,PL
10 wk,inc hosp,older,B,109,0,PL
11 wk,inc hosp,older,B,86,0,PL
12 wk,inc hosp,older,B,72,0,PL
13 wk,inc hosp,older,B,91,0,PL
14 wk,inc hosp,older,B,86,0,PL
15 wk,inc hosp,older,B,73,0,PL
16 wk,inc hosp,older,B,89,0,PL
17 wk,inc hosp,older,B,81,0,PL
18 wk,inc hosp,older,B,68,0,PL
19 wk,inc hosp,older,B,76,0,PL
20 wk,inc hosp,older,B,83,0,PL
21 wk,inc hosp,older,B,78,0,PL
22 wk,inc hosp,older,B,89,0,PL
23 wk,inc hosp,older,B,120,0,PL
24 wk,inc hosp,older,B,138,0,PL
25 wk,inc hosp,older,B,206,0,PL
26 wk,inc hosp,older,B,326,0,PL
27 wk,inc hosp,older,B,666,0,PL
28 wk,inc hosp,older,B,1510,0,PL
29 wk,inc hosp,older,B,3309,0,PL
30 wk,inc hosp,older,B,4991,0,PL
31 wk,inc hosp,older,B,5838,0,PL
32 wk,inc hosp,older,B,6799,0,PL
33 wk,inc hosp,older,B,6619,0,PL
34 wk,inc hosp,older,B,4794,0,PL
35 wk,inc hosp,older,B,2179,0,PL
36 wk,inc hosp,older,B,654,0,PL
37 wk,inc hosp,older,B,212,0,PL
38 wk,inc hosp,older,B,116,0,PL
39 wk,inc hosp,older,B,83,0,PL
40 wk,inc hosp,older,B,39,0,PL
41 wk,inc hosp,older,B,42,0,PL
42 wk,inc hosp,older,B,4,0,PL
1 wk,inc infection,child,C,372791,0,PL
2 wk,inc infection,child,C,247785,0,PL
3 wk,inc infection,child,C,144254,0,PL
4 wk,inc infection,child,C,79249,0,PL
5 wk,inc infection,child,C,44255,0,PL
6 wk,inc infection,child,C,26593,0,PL
7 wk,inc infection,child,C,15894,0,PL
8 wk,inc infection,child,C,10300,0,PL
9 wk,inc infection,child,C,7664,0,PL
10 wk,inc infection,child,C,6456,0,PL
11 wk,inc infection,child,C,6356,0,PL
12 wk,inc infection,child,C,6904,0,PL
13 wk,inc infection,child,C,8446,0,PL
14 wk,inc infection,child,C,10811,0,PL
15 wk,inc infection,child,C,9235,0,PL
16 wk,inc infection,child,C,8910,0,PL
17 wk,inc infection,child,C,9038,0,PL
18 wk,inc infection,child,C,9731,0,PL
19 wk,inc infection,child,C,11197,0,PL
20 wk,inc infection,child,C,13075,0,PL
21 wk,inc infection,child,C,15923,0,PL
22 wk,inc infection,child,C,20590,0,PL
23 wk,inc infection,child,C,27452,0,PL
24 wk,inc infection,child,C,42407,0,PL
25 wk,inc infection,child,C,99732,0,PL
26 wk,inc infection,child,C,214084,0,PL
27 wk,inc infection,child,C,361046,0,PL
28 wk,inc infection,child,C,483632,0,PL
29 wk,inc infection,child,C,587315,0,PL
30 wk,inc infection,child,C,746842,0,PL
31 wk,inc infection,child,C,940982,0,PL
32 wk,inc infection,child,C,944793,0,PL
33 wk,inc infection,child,C,698075,0,PL
34 wk,inc infection,child,C,379539,0,PL
35 wk,inc infection,child,C,163614,0,PL
36 wk,inc infection,child,C,65213,0,PL
37 wk,inc infection,child,C,24655,0,PL
38 wk,inc infection,child,C,9986,0,PL
39 wk,inc infection,child,C,4648,0,PL
40 wk,inc infection,child,C,2450,0,PL
41 wk,inc infection,child,C,1728,0,PL
42 wk,inc infection,child,C,221,0,PL
1 wk,inc death,child,C,4,0,PL
2 wk,inc death,child,C,7,0,PL
3 wk,inc death,child,C,2,0,PL
4 wk,inc death,child,C,2,0,PL
5 wk,inc death,child,C,0,0,PL
6 wk,inc death,child,C,0,0,PL
7 wk,inc death,child,C,1,0,PL
8 wk,inc death,child,C,0,0,PL
9 wk,inc death,child,C,0,0,PL
10 wk,inc death,child,C,0,0,PL
11 wk,inc death,child,C,0,0,PL
12 wk,inc death,child,C,0,0,PL
13 wk,inc death,child,C,0,0,PL
14 wk,inc death,child,C,0,0,PL
15 wk,inc death,child,C,0,0,PL
16 wk,inc death,child,C,0,0,PL
17 wk,inc death,child,C,0,0,PL
18 wk,inc death,child,C,0,0,PL
19 wk,inc death,child,C,0,0,PL
20 wk,inc death,child,C,0,0,PL
21 wk,inc death,child,C,0,0,PL
22 wk,inc death,child,C,0,0,PL
23 wk,inc death,child,C,0,0,PL
24 wk,inc death,child,C,0,0,PL
25 wk,inc death,child,C,0,0,PL
26 wk,inc death,child,C,0,0,PL
27 wk,inc death,child,C,0,0,PL
28 wk,inc death,child,C,3,0,PL
29 wk,inc death,child,C,2,0,PL
30 wk,inc death,child,C,5,0,PL
31 wk,inc death,child,C,5,0,PL
32 wk,inc death,child,C,2,0,PL
33 wk,inc death,child,C,4,0,PL
34 wk,inc death,child,C,7,0,PL
35 wk,inc death,child,C,6,0,PL
36 wk,inc death,child,C,4,0,PL
37 wk,inc death,child,C,2,0,PL
38 wk,inc death,child,C,1,0,PL
39 wk,inc death,child,C,0,0,PL
40 wk,inc death,child,C,0,0,PL
41 wk,inc death,child,C,0,0,PL
42 wk,inc death,child,C,0,0,PL
1 wk,inc hosp,child,C,30,0,PL
2 wk,inc hosp,child,C,31,0,PL
3 wk,inc hosp,child,C,17,0,PL
4 wk,inc hosp,child,C,8,0,PL
5 wk,inc hosp,child,C,4,0,PL
6 wk,inc hosp,child,C,8,0,PL
7 wk,inc hosp,child,C,1,0,PL
8 wk,inc hosp,child,C,3,0,PL
9 wk,inc hosp,child,C,0,0,PL
10 wk,inc hosp,child,C,0,0,PL
11 wk,inc hosp,child,C,0,0,PL
12 wk,inc hosp,child,C,1,0,PL
13 wk,inc hosp,child,C,0,0,PL
14 wk,inc hosp,child,C,0,0,PL
15 wk,inc hosp,child,C,2,0,PL
16 wk,inc hosp,child,C,0,0,PL
17 wk,inc hosp,child,C,0,0,PL
18 wk,inc hosp,child,C,1,0,PL
19 wk,inc hosp,child,C,2,0,PL
20 wk,inc hosp,child,C,1,0,PL
21 wk,inc hosp,child,C,2,0,PL
22 wk,inc hosp,child,C,0,0,PL
23 wk,inc hosp,child,C,0,0,PL
24 wk,inc hosp,child,C,0,0,PL
25 wk,inc hosp,child,C,2,0,PL
26 wk,inc hosp,child,C,10,0,PL
27 wk,inc hosp,child,C,14,0,PL
28 wk,inc hosp,child,C,25,0,PL
29 wk,inc hosp,child,C,31,0,PL
30 wk,inc hosp,child,C,45,0,PL
31 wk,inc hosp,child,C,41,0,PL
32 wk,inc hosp,child,C,69,0,PL
33 wk,inc hosp,child,C,71,0,PL
34 wk,inc hosp,child,C,54,0,PL
35 wk,inc hosp,child,C,28,0,PL
36 wk,inc hosp,child,C,11,0,PL
37 wk,inc hosp,child,C,4,0,PL
38 wk,inc hosp,child,C,1,0,PL
39 wk,inc hosp,child,C,1,0,PL
40 wk,inc hosp,child,C,0,0,PL
41 wk,inc hosp,child,C,0,0,PL
42 wk,inc hosp,child,C,0,0,PL
1 wk,inc infection,adult,C,874477,0,PL
2 wk,inc infection,adult,C,602963,0,PL
3 wk,inc infection,adult,C,360522,0,PL
4 wk,inc infection,adult,C,200089,0,PL
5 wk,inc infection,adult,C,111809,0,PL
6 wk,inc infection,adult,C,64540,0,PL
7 wk,inc infection,adult,C,38919,0,PL
8 wk,inc infection,adult,C,25141,0,PL
9 wk,inc infection,adult,C,18261,0,PL
10 wk,inc infection,adult,C,15268,0,PL
11 wk,inc infection,adult,C,14655,0,PL
12 wk,inc infection,adult,C,16637,0,PL
13 wk,inc infection,adult,C,20358,0,PL
14 wk,inc infection,adult,C,26637,0,PL
15 wk,inc infection,adult,C,28069,0,PL
16 wk,inc infection,adult,C,27753,0,PL
17 wk,inc infection,adult,C,28756,0,PL
18 wk,inc infection,adult,C,30985,0,PL
19 wk,inc infection,adult,C,35387,0,PL
20 wk,inc infection,adult,C,41591,0,PL
21 wk,inc infection,adult,C,50669,0,PL
22 wk,inc infection,adult,C,65414,0,PL
23 wk,inc infection,adult,C,86110,0,PL
24 wk,inc infection,adult,C,117029,0,PL
25 wk,inc infection,adult,C,197169,0,PL
26 wk,inc infection,adult,C,377933,0,PL
27 wk,inc infection,adult,C,697226,0,PL
28 wk,inc infection,adult,C,1077775,0,PL
29 wk,inc infection,adult,C,1429089,0,PL
30 wk,inc infection,adult,C,1853022,0,PL
31 wk,inc infection,adult,C,2288196,0,PL
32 wk,inc infection,adult,C,2293160,0,PL
33 wk,inc infection,adult,C,1735221,0,PL
34 wk,inc infection,adult,C,980977,0,PL
35 wk,inc infection,adult,C,440096,0,PL
36 wk,inc infection,adult,C,180809,0,PL
37 wk,inc infection,adult,C,67527,0,PL
38 wk,inc infection,adult,C,26867,0,PL
39 wk,inc infection,adult,C,12277,0,PL
40 wk,inc infection,adult,C,6631,0,PL
41 wk,inc infection,adult,C,4825,0,PL
42 wk,inc infection,adult,C,627,0,PL
1 wk,inc death,adult,C,117,0,PL
2 wk,inc death,adult,C,78,0,PL
3 wk,inc death,adult,C,73,0,PL
4 wk,inc death,adult,C,56,0,PL
5 wk,inc death,adult,C,29,0,PL
6 wk,inc death,adult,C,18,0,PL
7 wk,inc death,adult,C,9,0,PL
8 wk,inc death,adult,C,9,0,PL
9 wk,inc death,adult,C,3,0,PL
10 wk,inc death,adult,C,6,0,PL
11 wk,inc death,adult,C,2,0,PL
12 wk,inc death,adult,C,2,0,PL
13 wk,inc death,adult,C,2,0,PL
14 wk,inc death,adult,C,1,0,PL
15 wk,inc death,adult,C,2,0,PL
16 wk,inc death,adult,C,1,0,PL
17 wk,inc death,adult,C,0,0,PL
18 wk,inc death,adult,C,2,0,PL
19 wk,inc death,adult,C,2,0,PL
20 wk,inc death,adult,C,1,0,PL
21 wk,inc death,adult,C,0,0,PL
22 wk,inc death,adult,C,3,0,PL
23 wk,inc death,adult,C,4,0,PL
24 wk,inc death,adult,C,3,0,PL
25 wk,inc death,adult,C,8,0,PL
26 wk,inc death,adult,C,8,0,PL
27 wk,inc death,adult,C,10,0,PL
28 wk,inc death,adult,C,27,0,PL
29 wk,inc death,adult,C,41,0,PL
30 wk,inc death,adult,C,87,0,PL
31 wk,inc death,adult,C,106,0,PL
32 wk,inc death,adult,C,122,0,PL
33 wk,inc death,adult,C,176,0,PL
34 wk,inc death,adult,C,170,0,PL
35 wk,inc death,adult,C,105,0,PL
36 wk,inc death,adult,C,95,0,PL
37 wk,inc death,adult,C,31,0,PL
38 wk,inc death,adult,C,16,0,PL
39 wk,inc death,adult,C,8,0,PL
40 wk,inc death,adult,C,2,0,PL
41 wk,inc death,adult,C,1,0,PL
42 wk,inc death,adult,C,0,0,PL
1 wk,inc hosp,adult,C,945,0,PL
2 wk,inc hosp,adult,C,695,0,PL
3 wk,inc hosp,adult,C,465,0,PL
4 wk,inc hosp,adult,C,308,0,PL
5 wk,inc hosp,adult,C,161,0,PL
6 wk,inc hosp,adult,C,85,0,PL
7 wk,inc hosp,adult,C,54,0,PL
8 wk,inc hosp,adult,C,23,0,PL
9 wk,inc hosp,adult,C,16,0,PL
10 wk,inc hosp,adult,C,9,0,PL
11 wk,inc hosp,adult,C,14,0,PL
12 wk,inc hosp,adult,C,8,0,PL
13 wk,inc hosp,adult,C,14,0,PL
14 wk,inc hosp,adult,C,18,0,PL
15 wk,inc hosp,adult,C,13,0,PL
16 wk,inc hosp,adult,C,20,0,PL
17 wk,inc hosp,adult,C,14,0,PL
18 wk,inc hosp,adult,C,17,0,PL
19 wk,inc hosp,adult,C,27,0,PL
20 wk,inc hosp,adult,C,31,0,PL
21 wk,inc hosp,adult,C,32,0,PL
22 wk,inc hosp,adult,C,41,0,PL
23 wk,inc hosp,adult,C,50,0,PL
24 wk,inc hosp,adult,C,68,0,PL
25 wk,inc hosp,adult,C,90,0,PL
26 wk,inc hosp,adult,C,136,0,PL
27 wk,inc hosp,adult,C,260,0,PL
28 wk,inc hosp,adult,C,530,0,PL
29 wk,inc hosp,adult,C,853,0,PL
30 wk,inc hosp,adult,C,1069,0,PL
31 wk,inc hosp,adult,C,1316,0,PL
32 wk,inc hosp,adult,C,1680,0,PL
33 wk,inc hosp,adult,C,1751,0,PL
34 wk,inc hosp,adult,C,1317,0,PL
35 wk,inc hosp,adult,C,787,0,PL
36 wk,inc hosp,adult,C,324,0,PL
37 wk,inc hosp,adult,C,153,0,PL
38 wk,inc hosp,adult,C,52,0,PL
39 wk,inc hosp,adult,C,18,0,PL
40 wk,inc hosp,adult,C,11,0,PL
41 wk,inc hosp,adult,C,3,0,PL
42 wk,inc hosp,adult,C,1,0,PL
1 wk,inc infection,older,C,277894,0,PL
2 wk,inc infection,older,C,185244,0,PL
3 wk,inc infection,older,C,110302,0,PL
4 wk,inc infection,older,C,60413,0,PL
5 wk,inc infection,older,C,32364,0,PL
6 wk,inc infection,older,C,18216,0,PL
7 wk,inc infection,older,C,11024,0,PL
8 wk,inc infection,older,C,6831,0,PL
9 wk,inc infection,older,C,4865,0,PL
10 wk,inc infection,older,C,3969,0,PL
11 wk,inc infection,older,C,3763,0,PL
12 wk,inc infection,older,C,4153,0,PL
13 wk,inc infection,older,C,4926,0,PL
14 wk,inc infection,older,C,6397,0,PL
15 wk,inc infection,older,C,7273,0,PL
16 wk,inc infection,older,C,7085,0,PL
17 wk,inc infection,older,C,7187,0,PL
18 wk,inc infection,older,C,7628,0,PL
19 wk,inc infection,older,C,8951,0,PL
20 wk,inc infection,older,C,10177,0,PL
21 wk,inc infection,older,C,12503,0,PL
22 wk,inc infection,older,C,16137,0,PL
23 wk,inc infection,older,C,21087,0,PL
24 wk,inc infection,older,C,27574,0,PL
25 wk,inc infection,older,C,48583,0,PL
26 wk,inc infection,older,C,97699,0,PL
27 wk,inc infection,older,C,193077,0,PL
28 wk,inc infection,older,C,320587,0,PL
29 wk,inc infection,older,C,425615,0,PL
30 wk,inc infection,older,C,515198,0,PL
31 wk,inc infection,older,C,657649,0,PL
32 wk,inc infection,older,C,752338,0,PL
33 wk,inc infection,older,C,638670,0,PL
34 wk,inc infection,older,C,389923,0,PL
35 wk,inc infection,older,C,176049,0,PL
36 wk,inc infection,older,C,67094,0,PL
37 wk,inc infection,older,C,22069,0,PL
38 wk,inc infection,older,C,8010,0,PL
39 wk,inc infection,older,C,3519,0,PL
40 wk,inc infection,older,C,1889,0,PL
41 wk,inc infection,older,C,1237,0,PL
42 wk,inc infection,older,C,135,0,PL
1 wk,inc death,older,C,754,0,PL
2 wk,inc death,older,C,720,0,PL
3 wk,inc death,older,C,507,0,PL
4 wk,inc death,older,C,306,0,PL
5 wk,inc death,older,C,182,0,PL
6 wk,inc death,older,C,126,0,PL
7 wk,inc death,older,C,57,0,PL
8 wk,inc death,older,C,36,0,PL
9 wk,inc death,older,C,16,0,PL
10 wk,inc death,older,C,12,0,PL
11 wk,inc death,older,C,5,0,PL
12 wk,inc death,older,C,5,0,PL
13 wk,inc death,older,C,6,0,PL
14 wk,inc death,older,C,0,0,PL
15 wk,inc death,older,C,11,0,PL
16 wk,inc death,older,C,8,0,PL
17 wk,inc death,older,C,9,0,PL
18 wk,inc death,older,C,17,0,PL
19 wk,inc death,older,C,10,0,PL
20 wk,inc death,older,C,11,0,PL
21 wk,inc death,older,C,13,0,PL
22 wk,inc death,older,C,23,0,PL
23 wk,inc death,older,C,19,0,PL
24 wk,inc death,older,C,19,0,PL
25 wk,inc death,older,C,35,0,PL
26 wk,inc death,older,C,32,0,PL
27 wk,inc death,older,C,56,0,PL
28 wk,inc death,older,C,136,0,PL
29 wk,inc death,older,C,254,0,PL
30 wk,inc death,older,C,411,0,PL
31 wk,inc death,older,C,577,0,PL
32 wk,inc death,older,C,725,0,PL
33 wk,inc death,older,C,855,0,PL
34 wk,inc death,older,C,1002,0,PL
35 wk,inc death,older,C,990,0,PL
36 wk,inc death,older,C,733,0,PL
37 wk,inc death,older,C,380,0,PL
38 wk,inc death,older,C,186,0,PL
39 wk,inc death,older,C,57,0,PL
40 wk,inc death,older,C,20,0,PL
41 wk,inc death,older,C,8,0,PL
42 wk,inc death,older,C,1,0,PL
1 wk,inc hosp,older,C,5597,0,PL
2 wk,inc hosp,older,C,3516,0,PL
3 wk,inc hosp,older,C,2308,0,PL
4 wk,inc hosp,older,C,1355,0,PL
5 wk,inc hosp,older,C,806,0,PL
6 wk,inc hosp,older,C,390,0,PL
7 wk,inc hosp,older,C,215,0,PL
8 wk,inc hosp,older,C,131,0,PL
9 wk,inc hosp,older,C,80,0,PL
10 wk,inc hosp,older,C,58,0,PL
11 wk,inc hosp,older,C,41,0,PL
12 wk,inc hosp,older,C,46,0,PL
13 wk,inc hosp,older,C,50,0,PL
14 wk,inc hosp,older,C,59,0,PL
15 wk,inc hosp,older,C,89,0,PL
16 wk,inc hosp,older,C,91,0,PL
17 wk,inc hosp,older,C,108,0,PL
18 wk,inc hosp,older,C,93,0,PL
19 wk,inc hosp,older,C,89,0,PL
20 wk,inc hosp,older,C,108,0,PL
21 wk,inc hosp,older,C,118,0,PL
22 wk,inc hosp,older,C,155,0,PL
23 wk,inc hosp,older,C,193,0,PL
24 wk,inc hosp,older,C,260,0,PL
25 wk,inc hosp,older,C,363,0,PL
26 wk,inc hosp,older,C,578,0,PL
27 wk,inc hosp,older,C,1220,0,PL
28 wk,inc hosp,older,C,2532,0,PL
29 wk,inc hosp,older,C,4093,0,PL
30 wk,inc hosp,older,C,5594,0,PL
31 wk,inc hosp,older,C,6543,0,PL
32 wk,inc hosp,older,C,8192,0,PL
33 wk,inc hosp,older,C,9688,0,PL
34 wk,inc hosp,older,C,8522,0,PL
35 wk,inc hosp,older,C,5238,0,PL
36 wk,inc hosp,older,C,2322,0,PL
37 wk,inc hosp,older,C,887,0,PL
38 wk,inc hosp,older,C,278,0,PL
39 wk,inc hosp,older,C,87,0,PL
40 wk,inc hosp,older,C,37,0,PL
41 wk,inc hosp,older,C,31,0,PL
42 wk,inc hosp,older,C,3,0,PL
1 wk,inc infection,child,D,372791,0,PL
2 wk,inc infection,child,D,247785,0,PL
3 wk,inc infection,child,D,144254,0,PL
4 wk,inc infection,child,D,79249,0,PL
5 wk,inc infection,child,D,44255,0,PL
6 wk,inc infection,child,D,26593,0,PL
7 wk,inc infection,child,D,16052,0,PL
8 wk,inc infection,child,D,10645,0,PL
9 wk,inc infection,child,D,8040,0,PL
10 wk,inc infection,child,D,6800,0,PL
11 wk,inc infection,child,D,6500,0,PL
12 wk,inc infection,child,D,7430,0,PL
13 wk,inc infection,child,D,9083,0,PL
14 wk,inc infection,child,D,11093,0,PL
15 wk,inc infection,child,D,9710,0,PL
16 wk,inc infection,child,D,9063,0,PL
17 wk,inc infection,child,D,9339,0,PL
18 wk,inc infection,child,D,10126,0,PL
19 wk,inc infection,child,D,11432,0,PL
20 wk,inc infection,child,D,13500,0,PL
21 wk,inc infection,child,D,16495,0,PL
22 wk,inc infection,child,D,20913,0,PL
23 wk,inc infection,child,D,26884,0,PL
24 wk,inc infection,child,D,40509,0,PL
25 wk,inc infection,child,D,93868,0,PL
26 wk,inc infection,child,D,201424,0,PL
27 wk,inc infection,child,D,343893,0,PL
28 wk,inc infection,child,D,472780,0,PL
29 wk,inc infection,child,D,583561,0,PL
30 wk,inc infection,child,D,751479,0,PL
31 wk,inc infection,child,D,947559,0,PL
32 wk,inc infection,child,D,954909,0,PL
33 wk,inc infection,child,D,711948,0,PL
34 wk,inc infection,child,D,391914,0,PL
35 wk,inc infection,child,D,172619,0,PL
36 wk,inc infection,child,D,70342,0,PL
37 wk,inc infection,child,D,27764,0,PL
38 wk,inc infection,child,D,11368,0,PL
39 wk,inc infection,child,D,5326,0,PL
40 wk,inc infection,child,D,2913,0,PL
41 wk,inc infection,child,D,2052,0,PL
42 wk,inc infection,child,D,280,0,PL
1 wk,inc death,child,D,4,0,PL
2 wk,inc death,child,D,7,0,PL
3 wk,inc death,child,D,2,0,PL
4 wk,inc death,child,D,2,0,PL
5 wk,inc death,child,D,0,0,PL
6 wk,inc death,child,D,0,0,PL
7 wk,inc death,child,D,1,0,PL
8 wk,inc death,child,D,0,0,PL
9 wk,inc death,child,D,0,0,PL
10 wk,inc death,child,D,0,0,PL
11 wk,inc death,child,D,0,0,PL
12 wk,inc death,child,D,0,0,PL
13 wk,inc death,child,D,0,0,PL
14 wk,inc death,child,D,0,0,PL
15 wk,inc death,child,D,0,0,PL
16 wk,inc death,child,D,1,0,PL
17 wk,inc death,child,D,0,0,PL
18 wk,inc death,child,D,0,0,PL
19 wk,inc death,child,D,0,0,PL
20 wk,inc death,child,D,0,0,PL
21 wk,inc death,child,D,0,0,PL
22 wk,inc death,child,D,0,0,PL
23 wk,inc death,child,D,0,0,PL
24 wk,inc death,child,D,0,0,PL
25 wk,inc death,child,D,0,0,PL
26 wk,inc death,child,D,0,0,PL
27 wk,inc death,child,D,0,0,PL
28 wk,inc death,child,D,0,0,PL
29 wk,inc death,child,D,0,0,PL
30 wk,inc death,child,D,2,0,PL
31 wk,inc death,child,D,3,0,PL
32 wk,inc death,child,D,5,0,PL
33 wk,inc death,child,D,6,0,PL
34 wk,inc death,child,D,3,0,PL
35 wk,inc death,child,D,9,0,PL
36 wk,inc death,child,D,2,0,PL
37 wk,inc death,child,D,2,0,PL
38 wk,inc death,child,D,0,0,PL
39 wk,inc death,child,D,1,0,PL
40 wk,inc death,child,D,0,0,PL
41 wk,inc death,child,D,0,0,PL
42 wk,inc death,child,D,0,0,PL
1 wk,inc hosp,child,D,30,0,PL
2 wk,inc hosp,child,D,31,0,PL
3 wk,inc hosp,child,D,17,0,PL
4 wk,inc hosp,child,D,8,0,PL
5 wk,inc hosp,child,D,4,0,PL
6 wk,inc hosp,child,D,8,0,PL
7 wk,inc hosp,child,D,2,0,PL
8 wk,inc hosp,child,D,0,0,PL
9 wk,inc hosp,child,D,0,0,PL
10 wk,inc hosp,child,D,0,0,PL
11 wk,inc hosp,child,D,1,0,PL
12 wk,inc hosp,child,D,1,0,PL
13 wk,inc hosp,child,D,0,0,PL
14 wk,inc hosp,child,D,1,0,PL
15 wk,inc hosp,child,D,2,0,PL
16 wk,inc hosp,child,D,1,0,PL
17 wk,inc hosp,child,D,0,0,PL
18 wk,inc hosp,child,D,0,0,PL
19 wk,inc hosp,child,D,0,0,PL
20 wk,inc hosp,child,D,0,0,PL
21 wk,inc hosp,child,D,0,0,PL
22 wk,inc hosp,child,D,0,0,PL
23 wk,inc hosp,child,D,0,0,PL
24 wk,inc hosp,child,D,3,0,PL
25 wk,inc hosp,child,D,2,0,PL
26 wk,inc hosp,child,D,7,0,PL
27 wk,inc hosp,child,D,14,0,PL
28 wk,inc hosp,child,D,20,0,PL
29 wk,inc hosp,child,D,34,0,PL
30 wk,inc hosp,child,D,45,0,PL
31 wk,inc hosp,child,D,55,0,PL
32 wk,inc hosp,child,D,58,0,PL
33 wk,inc hosp,child,D,61,0,PL
34 wk,inc hosp,child,D,54,0,PL
35 wk,inc hosp,child,D,27,0,PL
36 wk,inc hosp,child,D,8,0,PL
37 wk,inc hosp,child,D,7,0,PL
38 wk,inc hosp,child,D,2,0,PL
39 wk,inc hosp,child,D,2,0,PL
40 wk,inc hosp,child,D,0,0,PL
41 wk,inc hosp,child,D,0,0,PL
42 wk,inc hosp,child,D,0,0,PL
1 wk,inc infection,adult,D,874477,0,PL
2 wk,inc infection,adult,D,602963,0,PL
3 wk,inc infection,adult,D,360522,0,PL
4 wk,inc infection,adult,D,200089,0,PL
5 wk,inc infection,adult,D,111809,0,PL
6 wk,inc infection,adult,D,64540,0,PL
7 wk,inc infection,adult,D,39298,0,PL
8 wk,inc infection,adult,D,25813,0,PL
9 wk,inc infection,adult,D,19649,0,PL
10 wk,inc infection,adult,D,16756,0,PL
11 wk,inc infection,adult,D,15913,0,PL
12 wk,inc infection,adult,D,17783,0,PL
13 wk,inc infection,adult,D,21473,0,PL
14 wk,inc infection,adult,D,27473,0,PL
15 wk,inc infection,adult,D,29162,0,PL
16 wk,inc infection,adult,D,28804,0,PL
17 wk,inc infection,adult,D,29528,0,PL
18 wk,inc infection,adult,D,32279,0,PL
19 wk,inc infection,adult,D,36071,0,PL
20 wk,inc infection,adult,D,42540,0,PL
21 wk,inc infection,adult,D,51964,0,PL
22 wk,inc infection,adult,D,65246,0,PL
23 wk,inc infection,adult,D,83336,0,PL
24 wk,inc infection,adult,D,111694,0,PL
25 wk,inc infection,adult,D,186447,0,PL
