location,target_end_date,target_variable,value,scenario_id,origin_date,horizon,type,sample
CH,2022-06-04,inc death,14,A-2022-02-25,2022-05-28,1 wk,sample,2
CH,2022-06-04,inc death,10,B-2022-02-25,2022-05-28,1 wk,sample,2
CY,2022-06-04,inc death,8,A-2022-02-25,2022-05-28,1 wk,sample,2
CY,2022-06-04,inc death,12,B-2022-02-25,2022-05-28,1 wk,sample,2
CZ,2022-06-04,inc death,37,A-2022-02-25,2022-05-28,1 wk,sample,2
CZ,2022-06-04,inc death,64,B-2022-02-25,2022-05-28,1 wk,sample,2
DE,2022-06-04,inc death,2179,A-2022-02-25,2022-05-28,1 wk,sample,2
DE,2022-06-04,inc death,3145,B-2022-02-25,2022-05-28,1 wk,sample,2
DK,2022-06-04,inc death,173,A-2022-02-25,2022-05-28,1 wk,sample,2
DK,2022-06-04,inc death,124,B-2022-02-25,2022-05-28,1 wk,sample,2
EE,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,2
EE,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,2
ES,2022-06-04,inc death,1215,A-2022-02-25,2022-05-28,1 wk,sample,2
ES,2022-06-04,inc death,1798,B-2022-02-25,2022-05-28,1 wk,sample,2
FI,2022-06-04,inc death,496,A-2022-02-25,2022-05-28,1 wk,sample,2
FI,2022-06-04,inc death,771,B-2022-02-25,2022-05-28,1 wk,sample,2
FR,2022-06-04,inc death,1392,A-2022-02-25,2022-05-28,1 wk,sample,2
FR,2022-06-04,inc death,1274,B-2022-02-25,2022-05-28,1 wk,sample,2
GB,2022-06-04,inc death,2206,A-2022-02-25,2022-05-28,1 wk,sample,2
GB,2022-06-04,inc death,1344,B-2022-02-25,2022-05-28,1 wk,sample,2
GR,2022-06-04,inc death,423,A-2022-02-25,2022-05-28,1 wk,sample,2
GR,2022-06-04,inc death,520,B-2022-02-25,2022-05-28,1 wk,sample,2
HR,2022-06-04,inc death,55,A-2022-02-25,2022-05-28,1 wk,sample,2
HR,2022-06-04,inc death,99,B-2022-02-25,2022-05-28,1 wk,sample,2
HU,2022-06-04,inc death,224,A-2022-02-25,2022-05-28,1 wk,sample,2
HU,2022-06-04,inc death,361,B-2022-02-25,2022-05-28,1 wk,sample,2
IE,2022-06-04,inc death,312,A-2022-02-25,2022-05-28,1 wk,sample,2
IE,2022-06-04,inc death,241,B-2022-02-25,2022-05-28,1 wk,sample,2
IS,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,2
IS,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,2
IT,2022-06-04,inc death,2414,A-2022-02-25,2022-05-28,1 wk,sample,2
IT,2022-06-04,inc death,3084,B-2022-02-25,2022-05-28,1 wk,sample,2
LI,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,2
LI,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,2
LT,2022-06-04,inc death,26,A-2022-02-25,2022-05-28,1 wk,sample,2
LT,2022-06-04,inc death,28,B-2022-02-25,2022-05-28,1 wk,sample,2
LU,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,2
LU,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,2
LV,2022-06-04,inc death,34,A-2022-02-25,2022-05-28,1 wk,sample,2
LV,2022-06-04,inc death,26,B-2022-02-25,2022-05-28,1 wk,sample,2
MT,2022-06-04,inc death,10,A-2022-02-25,2022-05-28,1 wk,sample,2
MT,2022-06-04,inc death,7,B-2022-02-25,2022-05-28,1 wk,sample,2
NL,2022-06-04,inc death,49,A-2022-02-25,2022-05-28,1 wk,sample,2
NL,2022-06-04,inc death,27,B-2022-02-25,2022-05-28,1 wk,sample,2
NO,2022-06-04,inc death,195,A-2022-02-25,2022-05-28,1 wk,sample,2
NO,2022-06-04,inc death,222,B-2022-02-25,2022-05-28,1 wk,sample,2
PL,2022-06-04,inc death,217,A-2022-02-25,2022-05-28,1 wk,sample,2
PL,2022-06-04,inc death,140,B-2022-02-25,2022-05-28,1 wk,sample,2
PT,2022-06-04,inc death,762,A-2022-02-25,2022-05-28,1 wk,sample,2
PT,2022-06-04,inc death,939,B-2022-02-25,2022-05-28,1 wk,sample,2
RO,2022-06-04,inc death,116,A-2022-02-25,2022-05-28,1 wk,sample,2
RO,2022-06-04,inc death,120,B-2022-02-25,2022-05-28,1 wk,sample,2
SE,2022-06-04,inc death,104,A-2022-02-25,2022-05-28,1 wk,sample,2
SE,2022-06-04,inc death,158,B-2022-02-25,2022-05-28,1 wk,sample,2
SI,2022-06-04,inc death,35,A-2022-02-25,2022-05-28,1 wk,sample,2
SI,2022-06-04,inc death,49,B-2022-02-25,2022-05-28,1 wk,sample,2
SK,2022-06-04,inc death,110,A-2022-02-25,2022-05-28,1 wk,sample,2
SK,2022-06-04,inc death,97,B-2022-02-25,2022-05-28,1 wk,sample,2
AT,2022-06-11,inc case,65095,A-2022-02-25,2022-05-28,2 wk,sample,2
AT,2022-06-11,inc case,48239,B-2022-02-25,2022-05-28,2 wk,sample,2
BE,2022-06-11,inc case,55788,A-2022-02-25,2022-05-28,2 wk,sample,2
BE,2022-06-11,inc case,58397,B-2022-02-25,2022-05-28,2 wk,sample,2
BG,2022-06-11,inc case,6975,A-2022-02-25,2022-05-28,2 wk,sample,2
BG,2022-06-11,inc case,5735,B-2022-02-25,2022-05-28,2 wk,sample,2
CH,2022-06-11,inc case,38230,A-2022-02-25,2022-05-28,2 wk,sample,2
CH,2022-06-11,inc case,32630,B-2022-02-25,2022-05-28,2 wk,sample,2
CY,2022-06-11,inc case,11643,A-2022-02-25,2022-05-28,2 wk,sample,2
CY,2022-06-11,inc case,6348,B-2022-02-25,2022-05-28,2 wk,sample,2
CZ,2022-06-11,inc case,6516,A-2022-02-25,2022-05-28,2 wk,sample,2
CZ,2022-06-11,inc case,8768,B-2022-02-25,2022-05-28,2 wk,sample,2
DE,2022-06-11,inc case,1097743,A-2022-02-25,2022-05-28,2 wk,sample,2
DE,2022-06-11,inc case,796941,B-2022-02-25,2022-05-28,2 wk,sample,2
DK,2022-06-11,inc case,21544,A-2022-02-25,2022-05-28,2 wk,sample,2
DK,2022-06-11,inc case,15167,B-2022-02-25,2022-05-28,2 wk,sample,2
EE,2022-06-11,inc case,3899,A-2022-02-25,2022-05-28,2 wk,sample,2
EE,2022-06-11,inc case,4902,B-2022-02-25,2022-05-28,2 wk,sample,2
ES,2022-06-11,inc case,450468,A-2022-02-25,2022-05-28,2 wk,sample,2
ES,2022-06-11,inc case,323429,B-2022-02-25,2022-05-28,2 wk,sample,2
FI,2022-06-11,inc case,62272,A-2022-02-25,2022-05-28,2 wk,sample,2
FI,2022-06-11,inc case,53302,B-2022-02-25,2022-05-28,2 wk,sample,2
FR,2022-06-11,inc case,331577,A-2022-02-25,2022-05-28,2 wk,sample,2
FR,2022-06-11,inc case,443777,B-2022-02-25,2022-05-28,2 wk,sample,2
GB,2022-06-11,inc case,188082,A-2022-02-25,2022-05-28,2 wk,sample,2
GB,2022-06-11,inc case,280975,B-2022-02-25,2022-05-28,2 wk,sample,2
GR,2022-06-11,inc case,150899,A-2022-02-25,2022-05-28,2 wk,sample,2
GR,2022-06-11,inc case,112238,B-2022-02-25,2022-05-28,2 wk,sample,2
HR,2022-06-11,inc case,11632,A-2022-02-25,2022-05-28,2 wk,sample,2
HR,2022-06-11,inc case,10244,B-2022-02-25,2022-05-28,2 wk,sample,2
HU,2022-06-11,inc case,15813,A-2022-02-25,2022-05-28,2 wk,sample,2
HU,2022-06-11,inc case,17344,B-2022-02-25,2022-05-28,2 wk,sample,2
IE,2022-06-11,inc case,75667,A-2022-02-25,2022-05-28,2 wk,sample,2
IE,2022-06-11,inc case,51186,B-2022-02-25,2022-05-28,2 wk,sample,2
IS,2022-06-11,inc case,4357,A-2022-02-25,2022-05-28,2 wk,sample,2
IS,2022-06-11,inc case,3655,B-2022-02-25,2022-05-28,2 wk,sample,2
IT,2022-06-11,inc case,709136,A-2022-02-25,2022-05-28,2 wk,sample,2
IT,2022-06-11,inc case,836237,B-2022-02-25,2022-05-28,2 wk,sample,2
LI,2022-06-11,inc case,164,A-2022-02-25,2022-05-28,2 wk,sample,2
LI,2022-06-11,inc case,138,B-2022-02-25,2022-05-28,2 wk,sample,2
LT,2022-06-11,inc case,3517,A-2022-02-25,2022-05-28,2 wk,sample,2
LT,2022-06-11,inc case,3359,B-2022-02-25,2022-05-28,2 wk,sample,2
LU,2022-06-11,inc case,0,A-2022-02-25,2022-05-28,2 wk,sample,2
LU,2022-06-11,inc case,0,B-2022-02-25,2022-05-28,2 wk,sample,2
LV,2022-06-11,inc case,5158,A-2022-02-25,2022-05-28,2 wk,sample,2
LV,2022-06-11,inc case,6521,B-2022-02-25,2022-05-28,2 wk,sample,2
MT,2022-06-11,inc case,3111,A-2022-02-25,2022-05-28,2 wk,sample,2
MT,2022-06-11,inc case,2205,B-2022-02-25,2022-05-28,2 wk,sample,2
NL,2022-06-11,inc case,34473,A-2022-02-25,2022-05-28,2 wk,sample,2
NL,2022-06-11,inc case,26985,B-2022-02-25,2022-05-28,2 wk,sample,2
NO,2022-06-11,inc case,6539,A-2022-02-25,2022-05-28,2 wk,sample,2
NO,2022-06-11,inc case,8330,B-2022-02-25,2022-05-28,2 wk,sample,2
PL,2022-06-11,inc case,8407,A-2022-02-25,2022-05-28,2 wk,sample,2
PL,2022-06-11,inc case,6736,B-2022-02-25,2022-05-28,2 wk,sample,2
PT,2022-06-11,inc case,982830,A-2022-02-25,2022-05-28,2 wk,sample,2
PT,2022-06-11,inc case,713604,B-2022-02-25,2022-05-28,2 wk,sample,2
RO,2022-06-11,inc case,11228,A-2022-02-25,2022-05-28,2 wk,sample,2
RO,2022-06-11,inc case,9018,B-2022-02-25,2022-05-28,2 wk,sample,2
SE,2022-06-11,inc case,6675,A-2022-02-25,2022-05-28,2 wk,sample,2
SE,2022-06-11,inc case,5836,B-2022-02-25,2022-05-28,2 wk,sample,2
SI,2022-06-11,inc case,7313,A-2022-02-25,2022-05-28,2 wk,sample,2
SI,2022-06-11,inc case,13015,B-2022-02-25,2022-05-28,2 wk,sample,2
SK,2022-06-11,inc case,6766,A-2022-02-25,2022-05-28,2 wk,sample,2
SK,2022-06-11,inc case,7437,B-2022-02-25,2022-05-28,2 wk,sample,2
AT,2022-06-11,inc death,181,A-2022-02-25,2022-05-28,2 wk,sample,2
AT,2022-06-11,inc death,208,B-2022-02-25,2022-05-28,2 wk,sample,2
BE,2022-06-11,inc death,208,A-2022-02-25,2022-05-28,2 wk,sample,2
BE,2022-06-11,inc death,249,B-2022-02-25,2022-05-28,2 wk,sample,2
BG,2022-06-11,inc death,210,A-2022-02-25,2022-05-28,2 wk,sample,2
BG,2022-06-11,inc death,110,B-2022-02-25,2022-05-28,2 wk,sample,2
CH,2022-06-11,inc death,12,A-2022-02-25,2022-05-28,2 wk,sample,2
CH,2022-06-11,inc death,21,B-2022-02-25,2022-05-28,2 wk,sample,2
CY,2022-06-11,inc death,12,A-2022-02-25,2022-05-28,2 wk,sample,2
CY,2022-06-11,inc death,11,B-2022-02-25,2022-05-28,2 wk,sample,2
CZ,2022-06-11,inc death,62,A-2022-02-25,2022-05-28,2 wk,sample,2
CZ,2022-06-11,inc death,67,B-2022-02-25,2022-05-28,2 wk,sample,2
DE,2022-06-11,inc death,3080,A-2022-02-25,2022-05-28,2 wk,sample,2
DE,2022-06-11,inc death,2529,B-2022-02-25,2022-05-28,2 wk,sample,2
DK,2022-06-11,inc death,183,A-2022-02-25,2022-05-28,2 wk,sample,2
DK,2022-06-11,inc death,180,B-2022-02-25,2022-05-28,2 wk,sample,2
EE,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,2
EE,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,2
ES,2022-06-11,inc death,2417,A-2022-02-25,2022-05-28,2 wk,sample,2
ES,2022-06-11,inc death,1742,B-2022-02-25,2022-05-28,2 wk,sample,2
FI,2022-06-11,inc death,537,A-2022-02-25,2022-05-28,2 wk,sample,2
FI,2022-06-11,inc death,577,B-2022-02-25,2022-05-28,2 wk,sample,2
FR,2022-06-11,inc death,1749,A-2022-02-25,2022-05-28,2 wk,sample,2
FR,2022-06-11,inc death,1901,B-2022-02-25,2022-05-28,2 wk,sample,2
GB,2022-06-11,inc death,2484,A-2022-02-25,2022-05-28,2 wk,sample,2
GB,2022-06-11,inc death,1675,B-2022-02-25,2022-05-28,2 wk,sample,2
GR,2022-06-11,inc death,398,A-2022-02-25,2022-05-28,2 wk,sample,2
GR,2022-06-11,inc death,376,B-2022-02-25,2022-05-28,2 wk,sample,2
HR,2022-06-11,inc death,99,A-2022-02-25,2022-05-28,2 wk,sample,2
HR,2022-06-11,inc death,67,B-2022-02-25,2022-05-28,2 wk,sample,2
HU,2022-06-11,inc death,358,A-2022-02-25,2022-05-28,2 wk,sample,2
HU,2022-06-11,inc death,291,B-2022-02-25,2022-05-28,2 wk,sample,2
IE,2022-06-11,inc death,309,A-2022-02-25,2022-05-28,2 wk,sample,2
IE,2022-06-11,inc death,263,B-2022-02-25,2022-05-28,2 wk,sample,2
IS,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,2
IS,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,2
IT,2022-06-11,inc death,3714,A-2022-02-25,2022-05-28,2 wk,sample,2
IT,2022-06-11,inc death,2025,B-2022-02-25,2022-05-28,2 wk,sample,2
LI,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,2
LI,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,2
LT,2022-06-11,inc death,38,A-2022-02-25,2022-05-28,2 wk,sample,2
LT,2022-06-11,inc death,33,B-2022-02-25,2022-05-28,2 wk,sample,2
LU,2022-06-11,inc death,0,A-2022-02-25,2022-05-28,2 wk,sample,2
LU,2022-06-11,inc death,0,B-2022-02-25,2022-05-28,2 wk,sample,2
LV,2022-06-11,inc death,26,A-2022-02-25,2022-05-28,2 wk,sample,2
LV,2022-06-11,inc death,46,B-2022-02-25,2022-05-28,2 wk,sample,2
MT,2022-06-11,inc death,11,A-2022-02-25,2022-05-28,2 wk,sample,2
MT,2022-06-11,inc death,10,B-2022-02-25,2022-05-28,2 wk,sample,2
NL,2022-06-11,inc death,40,A-2022-02-25,2022-05-28,2 wk,sample,2
NL,2022-06-11,inc death,34,B-2022-02-25,2022-05-28,2 wk,sample,2
NO,2022-06-11,inc death,319,A-2022-02-25,2022-05-28,2 wk,sample,2
NO,2022-06-11,inc death,220,B-2022-02-25,2022-05-28,2 wk,sample,2
PL,2022-06-11,inc death,212,A-2022-02-25,2022-05-28,2 wk,sample,2
PL,2022-06-11,inc death,232,B-2022-02-25,2022-05-28,2 wk,sample,2
PT,2022-06-11,inc death,1065,A-2022-02-25,2022-05-28,2 wk,sample,2
PT,2022-06-11,inc death,1027,B-2022-02-25,2022-05-28,2 wk,sample,2
RO,2022-06-11,inc death,115,A-2022-02-25,2022-05-28,2 wk,sample,2
RO,2022-06-11,inc death,144,B-2022-02-25,2022-05-28,2 wk,sample,2
SE,2022-06-11,inc death,117,A-2022-02-25,2022-05-28,2 wk,sample,2
SE,2022-06-11,inc death,175,B-2022-02-25,2022-05-28,2 wk,sample,2
SI,2022-06-11,inc death,47,A-2022-02-25,2022-05-28,2 wk,sample,2
SI,2022-06-11,inc death,32,B-2022-02-25,2022-05-28,2 wk,sample,2
SK,2022-06-11,inc death,131,A-2022-02-25,2022-05-28,2 wk,sample,2
SK,2022-06-11,inc death,112,B-2022-02-25,2022-05-28,2 wk,sample,2
AT,2022-06-04,inc case,50333,A-2022-02-25,2022-05-28,1 wk,sample,3
AT,2022-06-04,inc case,93108,B-2022-02-25,2022-05-28,1 wk,sample,3
BE,2022-06-04,inc case,52743,A-2022-02-25,2022-05-28,1 wk,sample,3
BE,2022-06-04,inc case,56743,B-2022-02-25,2022-05-28,1 wk,sample,3
BG,2022-06-04,inc case,4446,A-2022-02-25,2022-05-28,1 wk,sample,3
BG,2022-06-04,inc case,6862,B-2022-02-25,2022-05-28,1 wk,sample,3
CH,2022-06-04,inc case,30568,A-2022-02-25,2022-05-28,1 wk,sample,3
CH,2022-06-04,inc case,31762,B-2022-02-25,2022-05-28,1 wk,sample,3
CY,2022-06-04,inc case,5805,A-2022-02-25,2022-05-28,1 wk,sample,3
CY,2022-06-04,inc case,7512,B-2022-02-25,2022-05-28,1 wk,sample,3
CZ,2022-06-04,inc case,6733,A-2022-02-25,2022-05-28,1 wk,sample,3
CZ,2022-06-04,inc case,6941,B-2022-02-25,2022-05-28,1 wk,sample,3
DE,2022-06-04,inc case,662366,A-2022-02-25,2022-05-28,1 wk,sample,3
DE,2022-06-04,inc case,1075973,B-2022-02-25,2022-05-28,1 wk,sample,3
DK,2022-06-04,inc case,24504,A-2022-02-25,2022-05-28,1 wk,sample,3
DK,2022-06-04,inc case,27991,B-2022-02-25,2022-05-28,1 wk,sample,3
EE,2022-06-04,inc case,5327,A-2022-02-25,2022-05-28,1 wk,sample,3
EE,2022-06-04,inc case,4175,B-2022-02-25,2022-05-28,1 wk,sample,3
ES,2022-06-04,inc case,363557,A-2022-02-25,2022-05-28,1 wk,sample,3
ES,2022-06-04,inc case,519252,B-2022-02-25,2022-05-28,1 wk,sample,3
FI,2022-06-04,inc case,48931,A-2022-02-25,2022-05-28,1 wk,sample,3
FI,2022-06-04,inc case,48308,B-2022-02-25,2022-05-28,1 wk,sample,3
FR,2022-06-04,inc case,286527,A-2022-02-25,2022-05-28,1 wk,sample,3
FR,2022-06-04,inc case,355541,B-2022-02-25,2022-05-28,1 wk,sample,3
GB,2022-06-04,inc case,137029,A-2022-02-25,2022-05-28,1 wk,sample,3
GB,2022-06-04,inc case,258106,B-2022-02-25,2022-05-28,1 wk,sample,3
GR,2022-06-04,inc case,103244,A-2022-02-25,2022-05-28,1 wk,sample,3
GR,2022-06-04,inc case,137324,B-2022-02-25,2022-05-28,1 wk,sample,3
HR,2022-06-04,inc case,8894,A-2022-02-25,2022-05-28,1 wk,sample,3
HR,2022-06-04,inc case,10226,B-2022-02-25,2022-05-28,1 wk,sample,3
HU,2022-06-04,inc case,12398,A-2022-02-25,2022-05-28,1 wk,sample,3
HU,2022-06-04,inc case,12366,B-2022-02-25,2022-05-28,1 wk,sample,3
IE,2022-06-04,inc case,38031,A-2022-02-25,2022-05-28,1 wk,sample,3
IE,2022-06-04,inc case,39684,B-2022-02-25,2022-05-28,1 wk,sample,3
IS,2022-06-04,inc case,3255,A-2022-02-25,2022-05-28,1 wk,sample,3
IS,2022-06-04,inc case,3664,B-2022-02-25,2022-05-28,1 wk,sample,3
IT,2022-06-04,inc case,548330,A-2022-02-25,2022-05-28,1 wk,sample,3
IT,2022-06-04,inc case,571605,B-2022-02-25,2022-05-28,1 wk,sample,3
LI,2022-06-04,inc case,148,A-2022-02-25,2022-05-28,1 wk,sample,3
LI,2022-06-04,inc case,126,B-2022-02-25,2022-05-28,1 wk,sample,3
LT,2022-06-04,inc case,2941,A-2022-02-25,2022-05-28,1 wk,sample,3
LT,2022-06-04,inc case,3164,B-2022-02-25,2022-05-28,1 wk,sample,3
LU,2022-06-04,inc case,0,A-2022-02-25,2022-05-28,1 wk,sample,3
LU,2022-06-04,inc case,0,B-2022-02-25,2022-05-28,1 wk,sample,3
LV,2022-06-04,inc case,5231,A-2022-02-25,2022-05-28,1 wk,sample,3
LV,2022-06-04,inc case,7249,B-2022-02-25,2022-05-28,1 wk,sample,3
MT,2022-06-04,inc case,2908,A-2022-02-25,2022-05-28,1 wk,sample,3
MT,2022-06-04,inc case,2836,B-2022-02-25,2022-05-28,1 wk,sample,3
NL,2022-06-04,inc case,38296,A-2022-02-25,2022-05-28,1 wk,sample,3
NL,2022-06-04,inc case,24554,B-2022-02-25,2022-05-28,1 wk,sample,3
NO,2022-06-04,inc case,7765,A-2022-02-25,2022-05-28,1 wk,sample,3
NO,2022-06-04,inc case,6833,B-2022-02-25,2022-05-28,1 wk,sample,3
PL,2022-06-04,inc case,7242,A-2022-02-25,2022-05-28,1 wk,sample,3
PL,2022-06-04,inc case,9408,B-2022-02-25,2022-05-28,1 wk,sample,3
PT,2022-06-04,inc case,652665,A-2022-02-25,2022-05-28,1 wk,sample,3
PT,2022-06-04,inc case,1032115,B-2022-02-25,2022-05-28,1 wk,sample,3
RO,2022-06-04,inc case,8540,A-2022-02-25,2022-05-28,1 wk,sample,3
RO,2022-06-04,inc case,17409,B-2022-02-25,2022-05-28,1 wk,sample,3
SE,2022-06-04,inc case,3449,A-2022-02-25,2022-05-28,1 wk,sample,3
SE,2022-06-04,inc case,9791,B-2022-02-25,2022-05-28,1 wk,sample,3
SI,2022-06-04,inc case,12837,A-2022-02-25,2022-05-28,1 wk,sample,3
SI,2022-06-04,inc case,13066,B-2022-02-25,2022-05-28,1 wk,sample,3
SK,2022-06-04,inc case,7179,A-2022-02-25,2022-05-28,1 wk,sample,3
SK,2022-06-04,inc case,7647,B-2022-02-25,2022-05-28,1 wk,sample,3
AT,2022-06-04,inc death,150,A-2022-02-25,2022-05-28,1 wk,sample,3
AT,2022-06-04,inc death,230,B-2022-02-25,2022-05-28,1 wk,sample,3
BE,2022-06-04,inc death,224,A-2022-02-25,2022-05-28,1 wk,sample,3
BE,2022-06-04,inc death,314,B-2022-02-25,2022-05-28,1 wk,sample,3
BG,2022-06-04,inc death,204,A-2022-02-25,2022-05-28,1 wk,sample,3
BG,2022-06-04,inc death,277,B-2022-02-25,2022-05-28,1 wk,sample,3
CH,2022-06-04,inc death,9,A-2022-02-25,2022-05-28,1 wk,sample,3
CH,2022-06-04,inc death,11,B-2022-02-25,2022-05-28,1 wk,sample,3
CY,2022-06-04,inc death,10,A-2022-02-25,2022-05-28,1 wk,sample,3
CY,2022-06-04,inc death,14,B-2022-02-25,2022-05-28,1 wk,sample,3
CZ,2022-06-04,inc death,62,A-2022-02-25,2022-05-28,1 wk,sample,3
CZ,2022-06-04,inc death,90,B-2022-02-25,2022-05-28,1 wk,sample,3
DE,2022-06-04,inc death,2579,A-2022-02-25,2022-05-28,1 wk,sample,3
DE,2022-06-04,inc death,2154,B-2022-02-25,2022-05-28,1 wk,sample,3
DK,2022-06-04,inc death,173,A-2022-02-25,2022-05-28,1 wk,sample,3
DK,2022-06-04,inc death,191,B-2022-02-25,2022-05-28,1 wk,sample,3
EE,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,3
EE,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,3
ES,2022-06-04,inc death,1231,A-2022-02-25,2022-05-28,1 wk,sample,3
ES,2022-06-04,inc death,2127,B-2022-02-25,2022-05-28,1 wk,sample,3
FI,2022-06-04,inc death,605,A-2022-02-25,2022-05-28,1 wk,sample,3
FI,2022-06-04,inc death,663,B-2022-02-25,2022-05-28,1 wk,sample,3
FR,2022-06-04,inc death,1277,A-2022-02-25,2022-05-28,1 wk,sample,3
FR,2022-06-04,inc death,1643,B-2022-02-25,2022-05-28,1 wk,sample,3
GB,2022-06-04,inc death,2151,A-2022-02-25,2022-05-28,1 wk,sample,3
GB,2022-06-04,inc death,1842,B-2022-02-25,2022-05-28,1 wk,sample,3
GR,2022-06-04,inc death,507,A-2022-02-25,2022-05-28,1 wk,sample,3
GR,2022-06-04,inc death,556,B-2022-02-25,2022-05-28,1 wk,sample,3
HR,2022-06-04,inc death,94,A-2022-02-25,2022-05-28,1 wk,sample,3
HR,2022-06-04,inc death,101,B-2022-02-25,2022-05-28,1 wk,sample,3
HU,2022-06-04,inc death,217,A-2022-02-25,2022-05-28,1 wk,sample,3
HU,2022-06-04,inc death,182,B-2022-02-25,2022-05-28,1 wk,sample,3
IE,2022-06-04,inc death,270,A-2022-02-25,2022-05-28,1 wk,sample,3
IE,2022-06-04,inc death,437,B-2022-02-25,2022-05-28,1 wk,sample,3
IS,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,3
IS,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,3
IT,2022-06-04,inc death,2579,A-2022-02-25,2022-05-28,1 wk,sample,3
IT,2022-06-04,inc death,3143,B-2022-02-25,2022-05-28,1 wk,sample,3
LI,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,3
LI,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,3
LT,2022-06-04,inc death,30,A-2022-02-25,2022-05-28,1 wk,sample,3
LT,2022-06-04,inc death,32,B-2022-02-25,2022-05-28,1 wk,sample,3
LU,2022-06-04,inc death,0,A-2022-02-25,2022-05-28,1 wk,sample,3
LU,2022-06-04,inc death,0,B-2022-02-25,2022-05-28,1 wk,sample,3
LV,2022-06-04,inc death,57,A-2022-02-25,2022-05-28,1 wk,sample,3
LV,2022-06-04,inc death,51,B-2022-02-25,2022-05-28,1 wk,sample,3
MT,2022-06-04,inc death,9,A-2022-02-25,2022-05-28,1 wk,sample,3
MT,2022-06-04,inc death,6,B-2022-02-25,2022-05-28,1 wk,sample,3
NL,2022-06-04,inc death,34,A-2022-02-25,2022-05-28,1 wk,sample,3
NL,2022-06-04,inc death,37,B-2022-02-25,2022-05-28,1 wk,sample,3
NO,2022-06-04,inc death,199,A-2022-02-25,2022-05-28,1 wk,sample,3
NO,2022-06-04,inc death,240,B-2022-02-25,2022-05-28,1 wk,sample,3
PL,2022-06-04,inc death,190,A-2022-02-25,2022-05-28,1 wk,sample,3
PL,2022-06-04,inc death,191,B-2022-02-25,2022-05-28,1 wk,sample,3
PT,2022-06-04,inc death,833,A-2022-02-25,2022-05-28,1 wk,sample,3
PT,2022-06-04,inc death,859,B-2022-02-25,2022-05-28,1 wk,sample,3
RO,2022-06-04,inc death,145,A-2022-02-25,2022-05-28,1 wk,sample,3
RO,2022-06-04,inc death,126,B-2022-02-25,2022-05-28,1 wk,sample,3
SE,2022-06-04,inc death,123,A-2022-02-25,2022-05-28,1 wk,sample,3
SE,2022-06-04,inc death,154,B-2022-02-25,2022-05-28,1 wk,sample,3
SI,2022-06-04,inc death,36,A-2022-02-25,2022-05-28,1 wk,sample,3
SI,2022-06-04,inc death,34,B-2022-02-25,2022-05-28,1 wk,sample,3
SK,2022-06-04,inc death,70,A-2022-02-25,2022-05-28,1 wk,sample,3
SK,2022-06-04,inc death,101,B-2022-02-25,2022-05-28,1 wk,sample,3
AT,2022-06-11,inc case,70569,A-2022-02-25,2022-05-28,2 wk,sample,3
AT,2022-06-11,inc case,64771,B-2022-02-25,2022-05-28,2 wk,sample,3
BE,2022-06-11,inc case,102584,A-2022-02-25,2022-05-28,2 wk,sample,3
BE,2022-06-11,inc case,73422,B-2022-02-25,2022-05-28,2 wk,sample,3
BG,2022-06-11,inc case,7979,A-2022-02-25,2022-05-28,2 wk,sample,3
BG,2022-06-11,inc case,4252,B-2022-02-25,2022-05-28,2 wk,sample,3
CH,2022-06-11,inc case,40831,A-2022-02-25,2022-05-28,2 wk,sample,3
CH,2022-06-11,inc case,48402,B-2022-02-25,2022-05-28,2 wk,sample,3
CY,2022-06-11,inc case,8204,A-2022-02-25,2022-05-28,2 wk,sample,3
CY,2022-06-11,inc case,7095,B-2022-02-25,2022-05-28,2 wk,sample,3
CZ,2022-06-11,inc case,5258,A-2022-02-25,2022-05-28,2 wk,sample,3
CZ,2022-06-11,inc case,5451,B-2022-02-25,2022-05-28,2 wk,sample,3
DE,2022-06-11,inc case,1049852,A-2022-02-25,2022-05-28,2 wk,sample,3
DE,2022-06-11,inc case,821383,B-2022-02-25,2022-05-28,2 wk,sample,3
